Sl no,Tweets,Search key,Feeling
5968," #21: @pedro✞ن✡ ed ""RT @Eglantine_EMEYE: Je voudrais féliciter la perversité de la personne qui a trouvé malin et sans doute très drôle de fracasser ma voiture…""",indignation,angry
7520," #25: @Justin Burns ed ""Still in shock. Cant believe we beat @FCBarcelona 4-0 - this team has so much character, spirit, desire + belief. Klopp has turned them into beasts. Barca were not allowed to play. Every player for LFC contributed. Special mention to @trentaa98 + @GWijnaldum #LFCBarça #ynwa""",shock,surprise
1965," #76: @Richard Stubbs ed ""@BenPBradshaw @Labour4EU @mtpennycook Good but as you know Mathew I have been saying this since the actual referendum - the trouble is that the leadership refuse to say it even now.""",trouble,sad
8043," #51: @Ageing High-Rise Neighbourhoods (Japan-UK Network) ed ""RT @mhartt: Very excited to share my article published in the Annals of @theAAG! In it, I explore the idea of prosperity in shrinking cit…""",prosperous,happy
5826," #20: @👨‍👧JeaNelᴬᴰᴺ 👨‍👩‍👧‍👦 ᴬᴰᴺ👩‍👦 ed ""RT @montenegro_emil: #ADNTogetherForever 😘@lynieg88 @Darwaine88 @prettymai_0105 @sherrypie18 @chonafebe2 @sakurakharel @hotxander01 @carl0…""",jealous,angry
2116," #69: @Abhishek ed ""RT @MishraSuccess: @TreeboHotels @TreeboHotels  now once again new problem generated.. I contact Hotel Mayurr, mousuriee for confirmation s…""",upset,sad
3287," #18: @Mike Fill ed ""@CBCQueensPark Waiting for the coordinated “fear-mongering” s from @LisaThompsonMPP @MacLeodLisa @samoosterhoff @ParmGill et al. Also waiting to understand how any of these changes are #ForThePeople. #ONPoli""",fear,fear
2869," #90: @Gordon Griffiths ed ""RT @Jonathon_Shafi: Whatever your take on things consider this: 100K independence supporters marched past a unionist protest designed to pr…""",provoke,angry
7313," #42: @k. ed ""RT @YOTTO_R: Learn to trust God, He will Amaze you.""",amaze,happy
995," #58: @lil booty vert ed ""ive been trying so hard to enjoy what im given""",enjoy,happy
5475," #19: @Hot Girls ed ""RT @Holiday247365: Visit--->>https://t.co/RGkRrJWjSr#holiday #holidays #travel #vacation #trips #cruise #cruises  #hotels #resorts #fligh…""",relax,happy
2476," #28: @Rubbish Kumar ed ""RT @rishibagree: Rahul Gandhi :Day 01 - PM Chor HaiDay 10 - PM Chor HaiDay 30 - PM Chor HaiDay 60 - PM Chor HaiDay 90 - PM Chor HaiD…""",bad,sad
2234," #72: @Fernandes 🇬🇧🇩🇪🇵🇹 ed ""RT @swedense: The story of how a tragic death led to a constructive method for tackling racism. Your Saturday read. 👇🏾 https://t.co/tubx1y8…""",tragic,sad
3004," #52: @Mr Heating ed ""Goodness gracious me! The temperature in my air-conditioned heated room is now at an excruciating 114.64455736481113 degrees! I am glad we are so devoted to being sustainable here at UEA. #UEAGreenImpact""",heated,angry
8912,"Tweet #45: @Kamryn tweeted ""This terrible crime against the law and humanity as a pillar to put their opinions on. Why are we analyzing this? That job goes to the people actually working on this case. Instead of standing on bodies every time this happens, can’t we just mourn? That’s the appropriate""",mourn,sad
4653," #11: @Edinburgh Watch ed ""RT @StormySturgeon: Life will be filled with failure, especially for the brave who put themselves out there. When failure happens, look fir…""",brave,happy
1157," #57: @Gary John Howell ed ""@chriswrightzz We have seen some of the worst performances this season for over 20 years ,no I'm still Sarri out ! This man does not inspire anybody and has just got lucky 🍀 Another season of this Sarri ball will drive me insane,Look forward to A youthful approach with our loan players back !""",lucky,happy
9059,"Tweet #60: @جيهان حداد tweeted ""It's hurting me...""",hurting,sad
743," #52: @Chowkidar. Pranab mukherjee. ed ""RT @Upasakdey: @KailashOnline ji,you have exhibited uncommon wisdom, remarkable vision, and exemplary leadership. I wish you peace, good h…""",happy,happy
8902,"Tweet #35: @Taimur K Bandey tweeted ""RT @AtikaRehman: As we celebrate Aasia Bibi’s freedom from a life of hiding, we mourn her reality: that she can never be free or safe in Pa…""",mourn,sad
5302," #78: @_ ed ""RT @LovLikeJesus: Trusting God is more than what you can see. Walk by FAITH not by sight.""",faith,happy
6893," #7: @Madison Thames ed ""Dear OP’s of movie spoilers: Do you understand that what you’re doing is illegal? Do you not care that you’re going to get fired and then blacklisted in the industry? Honestly, I’ve completely lost patience with this new “spoiler culture” we live in. Enough already. Seriously.""",patience,happy
7504," #9: @miahdiary ed ""RT @mahdylody: Episode 4 has leaked and all the stupid leaks are correct. If episode 3 killed my love for the show, ep 4-6 will bury it com…""",shock,surprise
10010,"Tweet #79: @Bangalore Informer tweeted ""DEAF PRANK 🙉irritating ಕಿವುಡ🙉kannada prank videos…bangalore/karnataka/comedy – Bangalore Video https://t.co/lhVgGUf9sp https://t.co/RseJmZSUXQ""",irritating,angry
1728," #70: @Dave & Lori Pooler ed ""RT @RichardTBurnett: A Teacher, in our education system! Miserable piece of garbage, and they allow it to continue? Psychotic mental douche…""",miserable,sad
7972," #56: @Joan Crawford ed ""RT @KeithOlbermann: PLAYFUL, FRIENDLY ANNA MAY DIE THURSDAY. She has kennel cough, needs some training. But as the video shows, she’s joyfu…""",joyful,happy
1279," #17: @GOOD DAY ed ""なに？なに？後ろから静かに見てみよう。ダイのAFTER GOOD DAY 。マキのBEFORE GOODDAY。#ヤママキ#今日もダイは元気 https://t.co/aZhb6SsIlv""",good,happy
2154," #34: @💧💦Just Judith'n'ALF ed ""RT @AustralisTerry: @louiseEcadell @PRIME7Tamworth @UNSW For all the sold-out #mine #hydrologists out there- READ THIS AND WEEPhere’s the…""",weep,sad
4123," #57: @Hyperion Cantos ed ""RT @aimeeterese: Ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. M…""",revulsion,disgust
3937," #23: @grace ed ""RT @lindseyyx2: A 26 year old man kidnapped, raped & impregnated a 11 year old girl in Ohio. & thanks to their heartbeat bill she will now…""",disgust,disgust
7757," #26: @おぴゃ ed ""@maco_DAze ガチゴリラにしすぎないよう塩梅を頑張りたいｗｗ""",daze,surprise
6435," #40: @myn ed ""RT @brotherjambang: Pencinta kucing harus baca...rahsia kelebihan memelihara kucing dari sudut spiritual (versi Bahasa Malaysia)MISI SEEK…""",spiritual,happy
5542," #12: @Soliloquy ed ""RT @Andrew__Kennedy: I'm getting a little bored with LibDems claiming their ""success"" is reflective of a ""mass anti Brexit movement"". The r…""",bore,sad
4614," #48: @Sam - PrimeVardy ed ""RT @LeicesterXtra: “The courage the players showed was fantastic and it gives us great possibilities going forward.”- Brendan Rodgers. ht…""",courage,happy
6981," #14: @Empi ed ""Definitely one of the most loyal players I've had the pleasure of working with over the years. Go kick ass out there brethren @HAZA__RL ! Come home for some more jackbox every now and then ;) https://t.co/71674OE90F""",loyal,happy
4617," #51: @Mimi ed ""@laure_ttn Regarde autour de toi beaucoup de personnes tiennent à toi! Courage ma belle je suis là si tu as besoin 💜""",courage,happy
2956," #4: @JaJuan🥀 ed ""Man this professor got me heated""",heated,angry
3938," #24: @гαсηει ed ""RT @lindseyyx2: A 26 year old man kidnapped, raped & impregnated a 11 year old girl in Ohio. & thanks to their heartbeat bill she will now…""",disgust,disgust
7543," #48: @DRJ ed ""RT @dcexaminer: A DHS official predicted the April numbers of illegal immigrants will be even worse than the jaw dropping March figures whi…""",shock,surprise
2739," #68: @ÇHaoS ed ""RT @Endgame2604: @lefty__here @_Sunde_O_ji Pata nahi social media ch ena nu mauka mil janda hai kudia nu tease karan da,unnecessary poking…""",irritate,angry
7252," #10: @ayyah blue🐆 ed ""@DenzelUG How old are you turning? I just want to calculate how long before you come Home and we make damn babies.  But also happy birthday""",damn happy,happy
4946," #50: @eBby ed ""He makes me nervous. He always looks like he knows something we don’t. Stop inviting him omg. #MetGala2019 https://t.co/OJrWAQXOJV""",nervous,fear
7669," #25: @Paulie Walnuts ed ""RT @chunkymark: 3-0 down!!!!  Liverpool stun Barcelona stun the World by beating Messi and the Spanish champions FOUR NIL!!!! 😱 Believe!!!…""",stun,surprise
4635," #69: @KD Safeguarding ed ""@HiboWardere Hibo, your strength and courage and is truly inspirational! #EndFGM""",courage,happy
9223,"Tweet #4: @zeph ☀️🌊 @ summer is here tweeted ""Miss the days I could down half a bottle of rum in a night and then drinking at 9am without feeling Guilt or Shame (at least if it’s anything besides a mimosa lmao)""",guilt,sad
8814,"Tweet #27: @Please Play Hatoful tweeted ""Nageki: A very sad and delicate boy?  No, he's got sass out the ass.""",very sad,sad
587," #49: @Triveni Oil and Food Products ed ""May this Akshay Tritiya bring Health, Prosperity & Joy in you life.Happy Akshay Tritiya..!!!..#AkshayaTritiya #trivenioil #purityineverydrop #pureoil #healthyfood #healthyoil #organicoil #organicfood #pune #Maharashtra https://t.co/6iT2Kp0Z6o""",prosperity,happy
3706," #65: @Taichi ed ""@2019sirobl こんばんは😊おぉっと❗検索しないんですね🤣🤣じゃあ頑張って撮らないと♪ (#^ー°)v""",fright,fear
5639," #47: @1kwakudee ed ""Nigga Bore ooo 😂😂😂""",bore,sad
7124," #24: @Corporate Peaks ed ""There is nothing quite like a morning on the hill to wake your team up before the afternoons management meetings. The fresh air will soon dust off the cobwebs and you can expect some very happy… https://t.co/4FXJNJGbF9""",very happy,happy
1192," #22: @Andy Kilner ed ""@northernassist Not very helpful when I have a monthly pass!""",helpful,happy
336," #28: @Vexen ed ""@xxemnas Not you, Xemnas.  You are a delight to have around.""",delight,happy
2318," #9: @やす ed ""@KoukiP_Unhappy かっこよくはないです。努力はします。""",unhappy,sad
5269," #46: @Wasiu Ibiwoye ed ""RT @USEmbassyAbuja: Nigerian Star - Abdullahi Abubaka84 year-old Imam Abdullahi Abubakar, a peace-builder who together with his deputy sa…""",faith,happy
3355," #3: @Justicia social ed ""RT @rociosanmiguel: Hace 7 días la GNB asesinó a 2 mujeres waraos, hermanas. Una de ellas embarazadaAyer detuvieron al papá de las victim…""",horror,fear
6994," #27: @Zara Davids ed ""RT @billboard: BTS has their loyal fan #ARMY, and Ariana Grande has a hard-working #Arianator in the form of BTS’ Jungkook #BillboardNews h…""",loyal,happy
4618," #52: @Leicester Xtra ed ""“The courage the players showed was fantastic and it gives us great possibilities going forward.”- Brendan Rodgers. https://t.co/BRAXnujhlQ""",courage,happy
2069," #22: @Sarah Knight ed ""@lucyfrancis_tri I know....that’s why I think it’s so funny that people get so upset about it! I’d never even noticed!""",upset,sad
9406,"Tweet #28: @Sharon Hodgson MP tweeted ""RT @LizMcInnes_MP: Knowing the symptoms could save a life @OvarianCancerUK Bloating: Persistent stomach pain: Weeing more: Struggling to ea…""",pain,sad
7335," #64: @Vegan Vox ed ""It never ceases to amaze me that you can be both arrested and paid for killing animals.-Sabina Makhdomi https://t.co/afcehnh4UH""",amaze,happy
3779," #45: @Johanna Uhl 👩‍💻📲 ed ""@dreadlock_dread 🤩🤩freu mich!!!""",dread,fear
24," #24: @هـديــل| Hadeel ed ""Somewhere in the middle of our happy moments, we sigh a little, in the memory of someone we’re missing*.""",happy moments,happy
1058," #53: @Delia's Canary Catering ed ""We are pleased to have the very talented  Pianist @Carrie_Odonnell joining us in Delia’s Restaurant and Bar on the following Saturdays- 18th and 25th May. Get in touch on 01603 218705 to find out more...🎹 https://t.co/cV68ZEFosc""",pleased,happy
4742," #30: @Alik ed ""stay afloat, the key is hope""",hope,happy
2804," #25: @Marshall Tipton ed ""Hebrews 10:24  And let us consider one another to provoke unto love and to good works:""",provoke,angry
9425,"Tweet #47: @esthymglam tweeted ""@aproko_doctor I have a friend that refused to let them stitch her tear back after delivery bcos of the unbearable pain. She told me sex is never d same since then. You can imagine!""",pain,sad
7634," #53: @Felix Aryee 🇬🇭 ed ""Do the right thing. It will gratify some people and astonish the rest. - Mark""",astonish,surprise
382," #74: @Spencer ed ""Firefly Fun House, on the other hand, is a welcome delight.  #RAW""",delight,happy
7279," #8: @✨ LADYY E..... ed ""RT @YOTTO_R: Learn to trust God, He will Amaze you.""",amaze,happy
6318," #92: @Rajlaxmi Bhosale ed ""RT @SadhguruJV: Devotion is about you. Maybe you use another as inspiration, but you change your quality into a profound sense of sweetness…""",devotion,happy
5886," #5: @Siddhartha ed ""I pity your knowledge...Many developed countries allow online voting. You mean something on internet can't be hacked into but a standalone device can be hacked into? Post 100% VVPAT check if you still doubt, then it means VVPAT also hacked into. What was 1st election u followed? https://t.co/axh5Fxptmn""",pity,sad
8055," #63: @JEFREY MATENJE ed ""RT @advocatemahere: Please listen to this beautiful, unifying speech by our beloved President @edmnangagwa, who only yesterday ed that…""",prosperous,happy
790," #28: @Doz ed ""RT @RocketIntellect: “The Warriors left Toyota center in great spirits. Draymond Green had a jovial conversation over FaceTime with the mot…""",jovial,happy
4366," #30: @eneas ed ""RT @Miriam_Junne: Si algo tengo que reclamarle a AMLO es que les haya hecho creer a esta bola de clasemedieros aspiracionistas que son fifí…""",nausea,disgust
2275," #39: @ᵒᵇʳⁱ ed ""y r u so glum self?""",glum,sad
7958," #42: @pammoran ed ""RT @PassmanACPS: Happy #NationalTeachersDay to the most energizing, inspiring, and joyful team! It's an honor to work with you all! @K12Alb…""",joyful,happy
2149," #29: @CHUDI||Ezeabata📛 ed ""@FCBarcelona I weep for liverpool....""",weep,sad
4959," #63: @Katie and Claire ed ""A close family friend is having her life support switched off today and we can't focus on anything else. Feel so nervous and desperately sad.""",nervous,fear
1620," #32: @Esperanza Cendejas 🧜🏼‍♀️ ed ""Full on DEPRESSED I totally blacked out during Serendipity 😢😢💕""",depress,sad
3209," #35: @Tripwire ed ""Do you get anxious or aggravated when you get that notice “..your password expires in 5 days” ?We simplify what exactly a secure password is, so you can design yours with confidence.https://t.co/xJq1p6AamU#password #securityawareness""",aggravated,angry
9987,"Tweet #56: @Gena tweeted ""@ucejuiice HAHAHA you’re so irritating https://t.co/JYdLYwiC6E""",irritating,angry
10014,"Tweet #83: @Garry Bradbury tweeted ""@SilentBoatman Like an irritating chihuahua""",irritating,angry
2180," #17: @Yury ed ""RT @NYScanner: TRAGIC UPDATE: A 4-year-old child was burned alive in a car in Queens at 154-09 Baisley Blvd. The vehicle was involved in an…""",tragic,sad
7217," #47: @LORD HOKAGE ed ""RT @tonyesteriano: When you grow enough to understand what Twitter is, when you are able to see and understand this post, I want you to kno…""",so happy,happy
6029," #82: @Frédérique ed ""@Stew26653932 @GuyJeff1 @CNEWS @PascalPraud On a toujours le droit d'exprimer notre indignation, non ?""",indignation,angry
9786,"Tweet #25: @DAVID C. tweeted ""@BrianSimsPA You are very angry about having been born gay. Just accept it an be peaceful""",very angry,angry
3156," #61: @Michael Norinsberg ed ""RT @hiddenforcespod: This week, @CoveringDelta speaks w/@TeslaCharts about an emergent network of outraged professionals who have come toge…""",outraged,angry
7924," #8: @CoDキチガイbot ed ""JOYFUL_BOY「写メをオカズに使用するのは悪用ではない。活用だ。」""",joyful,happy
8915,"Tweet #48: @(((M Barry))) tweeted ""RT @israelproject: Tonight marks the beginning of Yom Hazikaron, Israel’s memorial day.We mourn all of those who sacrificed their lives i…""",mourn,sad
7914," #83: @もちもち☆Prim🍑✨＠こんにちは令和 ed ""@SpBrifney @mochimochioichi ぶりちゃんもおいちさんのワルツ気に入ったのかな？(*´ω`*)""",cheerful,happy
2217," #55: @Diana ed ""@YaniMeyer1 Unbelievable hate! It is so tragic when it comes to that sort of behaviour. I guess it lives with you from then on, Yani!""",tragic,sad
8749,"Tweet #43: @Dan Carter tweeted ""RT @saraellyssx: @syeerazak @blxcknicotine And anxiety attacks or any mental illness does not mean your iman is low. Nabi Muhammad (PBUH) f…""",depressed,sad
5900," #19: @DrHero ed ""5 Things to Free Yourself From:Anger: it breeds hatred.Greed: it makes you selfish.Regret: it brings sorrow.Self-pity: it causes lack of self-confidence.Worry: it leads to a stagnant life (via @MHFit)""",pity,sad
1560," #82: @Antisocial ed ""RT @lonestfeeIs: If you ever meet someone who tries their hardest to stick by you regardless of how difficult you are, keep them close or e…""",regret,sad
9806,"Tweet #45: @Gavin Hall tweeted ""@Michael64832392 @friends_earth Its bigotry to use a car to be safe in your own climate destroying vehicle. I know theres crime on public transport but that is a small price to pay to save the entire planet. Time is running out. Agree with me or I will be very angry.""",very angry,angry
5231," #8: @Faith Charlene 🐼🌸 ed ""Jungkookie!!!!!! Your english improved so much!!!!!! I am so proud 😭👏🏻 https://t.co/xDIib5g0vD""",faith,happy
2544," #27: @Angry Bilic ed ""Dear God,Please let Man City win the next two games.Yours sincerely,Angry Bilic""",angry,angry
4926," #29: @Jasmin Ariana ed ""RT @astrologihoe: 📍Aries, Virgo, Scorpio, Capricorn||| _ _ _ _ _ _ _ _ _ _ _ _ 📍 asking for…""",nervous,fear
3082," #48: @Rolando Ruiz ed ""RT @lsanger: I could go on. It sounds absurd, but it is quite literally true: in a brave new world in which speech is considered free only…""",hateful,angry
6833," #14: @pratama eko ed ""RT @JRX_SID: Kalau membantu manusia lain motifnya cuma mengejar pahala & maunya cuma bantu yg seiman, lebih baik gak usah sombong, anjing.…""",ego,fear
8668,"Tweet #33: @Devin Mnuchin tweeted ""William Barr is a POS - obviously so unhappy with his life that he would interject his apathy and self loathing into our democracy. He’s led an otherwise regretful life. What a sack of shit. @TheJusticeDept https://t.co/oqBqNTFeZq""",regretful,sad
4307," #51: @Z ed ""RT @MayaDanielleP: The best way to “cancel” someone is to ignore them. Don’t talk about them. Don’t give them your time or energy on any le…""",distaste,disgust
6658," #40: @iida ♡ JY ed ""@thisdoofus ocean, indigo & blush""",blush,happy
1652," #64: @FlexNarcisa ed ""RT @NotFVTH3R: literally just got asked “why are you depressed” like huh??? bitch i don’t fucking know""",depress,sad
8772,"Tweet #66: @__Differ tweeted ""RT @Itz_shamsuddeen: Most Somali sheikhs have incredible voices when reciting Quran and they have a different way of reciting and it’s so r…""",depressed,sad
6459," #3: @Frank NKOTANYI ed ""Determination is key , congrats to Liverpool was a great come back.⚽️⚽️""",determination,happy
2256," #20: @MáireNíGiollaBhríde ed ""@ConallOM Whilst very true a bit glum on a Bank Holiday Monday 🍷""",glum,sad
6584," #35: @ainaa ed ""RT @OT7Rkive: He isn't Manager Sejin. He's Dad Sejin. He's take you to concerts Sejin. He's bury your face in my chest when you get shy Sej…""",shy,happy
783," #21: @Matthew Cardenas ed ""RT @RocketIntellect: “The Warriors left Toyota center in great spirits. Draymond Green had a jovial conversation over FaceTime with the mot…""",jovial,happy
2330," #21: @るーてぃ@人の不幸は蜜の味 ed ""俺はやらんが""",unhappy,sad
7484," #52: @Maneesh ed ""@warrenmcfc Wow that's literally how KNOCKOUTS work? Surprise surprise.Croatia had a bad 60 mins too, does that mean France didn't deserve to win the whole thing?You're taking away from one of football's greatest ever comeback by questioning the format, the damn format 😂C'mon!""",surprise,surprise
3650," #9: @William L. Gensert ed ""VDH eviscerates the littlest 6' 8"" man, ""Twitter’s Kahlil Gibran"" & Comey's 2-year preemptive 'attack as defense' against his criminal indictment, the latest an OpEd projecting his own crimes on Barr. Soon he will have to answer, ""so many questions.""https://t.co/xugN8v4MyL""",fright,fear
7020," #53: @lourdesgracia ed ""RT @_LOUgendary: I understand na dadating din ang araw na may isssupport kayo sa ibang batch. Alam namin yun. Pero sana hanggat maaari, let…""",loyal,happy
9386,"Tweet #8: @Kimberlyhey tweeted ""It’s been six months since then. I’m over him, but not the pain. Guess I’ll stick to Chris Evans for the meantime , or maybe forever""",pain,sad
8751,"Tweet #45: @세그 tweeted ""RT @les_potato: 미성년 VOD 나왔네 얘들아.. https://t.co/Angc3Ejg6D""",depressed,sad
8482," #1: @HABIMANA Christian ed ""RT @GAERGRwanda: MASSAMBA Intore: There is no tragedy like an extermination. It is sorrowful to be born and raised in a family, to marry an…""",sorrowful,sad
5343," #29: @Marko ed ""RT @AWSonAir: For those who need to transact with decentralized trust, using a blockchain framework is the right solution, so we built Amaz…""",trust,happy
6456," #61: @Angel Slabbert ed ""RT @CyrilRamaphosa: I wish our Muslim community - our neighbours, our friends, our colleagues and classmates - a blessed Ramadan Kareem for…""",spiritual,happy
3829," #2: @Zeyy ed ""RT @RidiculousDak: Anxiety: aren’t you like...worried? Me: about what? Anxiety: idkMe: oh my god you’re right https://t.co/oGwPrCEFi7""",anxiety,fear
8754,"Tweet #48: @𝔻𝕖𝕝𝕖𝕟𝕒 🐍 saw endgame tweeted ""@spideynebula @COSMlCLOKI You’re not wrong but Thor actually was depressed because of Thanos. I didn’t like at all how they portrayed him as a fool for the whole movie but I’m far from saying he didn’t deserve to kill Thanos. Nebula deserved it too but I don’t think Thor did it just for comedy.""",depressed,sad
2910," #36: @Ton ed ""RT @iamscottevans: The @VPeepz bringing it so tight and so clean! How tired do you think they are from that fast and furious performance??…""",furious,angry
7409," #60: @Katie Loveson ‎️‍🌈👩‍🔬🧠👩‍👩‍👦🇬🇧🇪🇺 ed ""@daph_ling I love this! Great way to explain a poster session 👍""",great,happy
7247," #5: @VatraLion @EAST @MFF ed ""@Kurtt_Wuff Oh damn! I just noticed! Happy Birthday to you too Kurtt! <3""",damn happy,happy
4052," #61: @Nella✌️ ed ""RT @ThatOneShanice: Sundays I avoid the TL at all cost cause GOT fans does sicken me""",sicken,disgust
287," #59: @The Embassy of Kazakhstan in Bern ed ""RT @Kazakhstan: Today we celebrates Defender of the Fatherland Day!We express our deepest gratitude and appreciation to all those who have…""",gratitude,happy
3468," #38: @past present ed ""I'm so sorry - nothing could ever be worth terror and harm this severe - over 30 years of severe severing severe severe severe terror and torture-its not okay it's not okay""",terror,fear
5332," #18: @Durai Rajasekar ed ""@sagarikaghose But why did she ran away from appearing before the committee of  learned judges? She wants the public to trust her without appearing but not the 3 senior most judges of SC who are sworn to protect and uphold law. And, you liberals are supporting her? Hypocrisy !!""",trust,happy
7742," #11: @레이안( ed ""@wind_daze ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ???""",daze,surprise
8192," #37: @Jonathan Okwunna Eriobu ed ""@yashar God bless her awesome soul.""",bless,happy
7889," #58: @Boyan Georgiev ed ""Moltes gràcies Barcelona and beautiful catalan people!Barcelona is such an amazing city, full of beautiful plaças. The people here I’ve met were wonderful - kind and cheerful. I’m in… https://t.co/gKR3GZ0E4Z""",cheerful,happy
7448," #16: @Stormy Skyz ed ""Anyone that lived through the Atlantic City and NYC crashes knows why Trumps taxes showed a loss, no big surprise here New York Times Trump Tax Story Leaves Out NYC Real Estate Crash https://t.co/1PijCtvUyy""",surprise,surprise
6074," #32: @彼方🥀 ed ""@hikhik_milktea 泣きたくなったもん""",love,happy
4805," #28: @єνє ☍ ed ""@istanthepilots @tylerrjoseph @twentyonepilots @joshuadun Ooo you're really pretty 💝 And I hope the concert goes well""",hope,happy
3975," #61: @@theglitterapron ed ""RT @DLauro: @KwikWarren @veterans_i Prison guards regard all prisoners with contempt and disgust. Her skin color didn't help and probably c…""",disgust,disgust
7589," #8: @なつみかん👴🏻 ed ""@yuabeatbox エクボって転んでできるんだ😳surpriseこえてamazing！astonish！""",astonish,surprise
564," #26: @Sayed Habib ed ""@USAmbKabul Thanks Mr. Ambassador,You and your military operation groups should work to reduce civilians casualties on airstike and night operations , Last time in Farah province 50 civilians killed and a number of them injured. Kindly work for peace and prosperity.""",prosperity,happy
292," #64: @vatsala sawhney ed ""RT @purnachaitanya: ""Love is preserved by wisdom,Destroyed by demand,Tested by doubt,Nourished by longing,It blossoms with faith andGr…""",gratitude,happy
3466," #36: @mary ed ""RT @johncardillo: Ilhan Omar:- Anti-Semite - While in MN Leg, voted to give life insurance payouts to the families of terrorists- Begge…""",terror,fear
7526," #31: @Eric Obiero ed ""@wagarcha To the shock of all including the mother, 21yrs old Vincent Kibet begun walking and talking for the first time in 16 years.#ShockAsCripplesWalk""",shock,surprise
1734," #6: @뽀작뽀작_悲月 ed ""RT @Rallytriangle: 4월미저씨의 습격ㅋㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/MX5OZYEraV""",mournful,sad
170," #18: @Only For BTS 💜🤘 ed ""@FxJK8 Satisfied by the fingers for now 😍💜""",satisfied,happy
268," #40: @Shedrick Cooper ed ""RT @ValaAfshar: A healthy list:1 Get more sleep2 Make time to exercise3 Drink more water4 Eat less sugar5 Stay teachable6 Read and w…""",gratitude,happy
4661," #19: @Rony ed ""RT @Love_bug1016: It’s mental health awareness month. Please remember you are beautiful. Badass. Brave. And so goddamn more than your darke…""",brave,happy
1371," #44: @𝕄𝕚𝕟𝕒 𝕨𝕚𝕥𝕙 𝕃𝕦𝕧 💋 ed ""RT @parkjiminpics: IM SO SAD JIMIN https://t.co/i67fKGxRjZ""",sad,sad
4343," #7: @trans dyke energy ed ""anyway i'm gonna destroy my morning nausea by getting up and making (real) food and starting my day! , eventually,""",nausea,disgust
5971," #24: @🌹Carlita🌹 ed ""RT @Portes_Thomas: Et silence assourdissant pour le peuple palestinien massacré par #Israël. Un état qui viole le droit international, occu…""",indignation,angry
316," #8: @Masala TV ed ""Try this Melon Delight at home and tell us how do you like it. #MasalaTV #LazzateRamadan #Ramadan https://t.co/3bJxE23p9d""",delight,happy
1374," #47: @♥𝓀𝓇𝒾𝓈𝓉𝒶♥|SAW BTS 5/5 ed ""jimin cried and it made me sad and then he also saying “i love you” more times a human blinks a day""",sad,sad
7406," #57: @Chris Price 🖐🏼🌹🏴󠁧󠁢󠁷󠁬󠁳󠁿 #JC4PM2019 ed ""RT @SeemaChandwani: So many amazing women MPs in the Labour Party. They have gravitas, intelligence and work hard for a Labour Govt.Make…""",great,happy
6865," #46: @多面体/まち ed ""ここがダメだよL^3支部・最高責任者の精神が既に限界・新人教育とカウンセリング担当がサイコプラグマティスト・というか1.42組が揃いも揃ってみんなダメ・最高性能のEGOを所持する外様のやべーやつ・停滞の部屋""",ego,fear
246," #18: @Lilia V ed ""RT @matthaig1: Stay alive for other people. The people you'll meet. The people you will become. You are more than a bad month. You are a…""",gratitude,happy
253," #25: @Chowkidar Praveen Kumar ed ""RT @purnachaitanya: ""Love is preserved by wisdom,Destroyed by demand,Tested by doubt,Nourished by longing,It blossoms with faith andGr…""",gratitude,happy
7928," #12: @Joyfulnoise100 FM ed ""A format dedicated to making a Joyful noise for Christ with  today’s Righteous contemporary hits, on Joyfulnoise 100""",joyful,happy
7470," #38: @debbi thomas #FBPE ed ""RT @Iceman_cometh1: Why would anyone who values or needs the #NHS vote Tory, #Brexitparty or UKIP??? Look what they've done! “The referen…""",surprise,surprise
5196," #54: @STARZPLAY ed ""Bold, strong, powerful. STARZ Originals, #TheSpanishPrincess premieres now 👑👑👑 الأميرة الأسبانية التي غيرت تاريخ بريطان https://t.co/DOvNzo2Pub",calm,happy
51," #51: @@Bernardo_Castro ed ""@violetaitalia Just think of happy moments ayawg hunahunaa nga sad ka Kay mo Samot kag ka sad ayawg ikulong imong self Ana nga situation life is so beautiful so dont let that thing ruined your day😂 naunsa ko? 😂😂😂😂😂😂""",happy moments,happy
7562," #67: @Gav Doyle ed ""Immediate reaction to last night. A room in shock https://t.co/twkQZ0bbQ4""",shock,surprise
5978," #31: @Chacha ed ""RT @Eglantine_EMEYE: Je voudrais féliciter la perversité de la personne qui a trouvé malin et sans doute très drôle de fracasser ma voiture…""",indignation,angry
5038," #62: @Jamie Stewart ed ""@TheSwissBankie Me reading the first two sentences before realising you were talking about Judd. https://t.co/kGDLCy26Pn""",bold,happy
9850,"Tweet #89: @Beth Helm tweeted ""RT @btysko: @RepSwalwell @carlatomsmd I. AM. ANGRY. I have two children in school. Today, a child, just like mine, with a mom, just like me…""",very angry,angry
5148," #6: @Masσσd Khaи 🇵🇰 ed ""RT @AamnaBukhari: If you're an emerging writer. If you're bold enough to write your heart. If you have stories that should be shared!Then…""",calm,happy
873," #14: @Iron rose 🌹 ed ""RT @muftimenk: Soften our hearts for #Ramadan. Renew our link with the Almighty & celebrate revelation of the greatest message from our Lor…""",blessed,happy
